护栏 横杆 连接 装置   本 实用新型 涉及 护栏 横杆 连接 装置 ， 包括 上盖 、 下盖 及 套管 ， 所述 上盖 与 下 盖 组合 安装 ， 套管 将 上 盖 与 下 盖 固定 连接 ， 上盖 与 下 盖 安装 后 的 组合体 包括 位于 竖直 向且 两端 贯穿 的 空腔 ， 该 空腔 的 两侧 设有 向 水平 向 延伸 的 安装 腔 ， 套管 呈环 形状 ， 空腔 下方 开口 的 内壁 设有 定位 凹槽 。 本 实用新型 采用 塑料 ABS 一体 注塑 而成 ， 具有 强度 好 韧性 高 的 特点 ， 相比 金属件 尤其 适用 于 室外 露天 环境 ， 解决 了 金属件 会 生锈 腐蚀 ， 后期 不好 拆卸 等 问题 ， 塑料件 轻便 ， 拆卸 方便 ， 可 快速 完成 装配 且 制造 成本低 。 

一种 升降 旋转 装置   本发明 涉及 建筑 领域 用于 独立 建筑物 的 升降 以及 旋转 观景 的 装置 ， 具体地说 是 一种 升降 旋转 装置 ， 将 多 层层 组件 叠加 在 一起 ， 相邻 两 层层 组件 之间 通过 支撑 组件 相连接 ， 利用 螺母 与 丝杆 之间 的 相对运动 带动 支撑 组件 将 相邻 上 一层层 组件 升起 或 落下 ； 将 每 层层 组件 升降 受力 点 按 几何 方形 均分 ， 将 动力 电机 、 转向 箱 、 升降机 通过 传动轴 A 及 传动轴 B 连接 为 “ H ” 型 ， 实现 动力源 统一 、 从而 保证 升降 同步 。 承载 建筑物 的 观景 转台 直接 安装 于 顶层 组件 之上 ， 通过 转台 内 、 外辊 道 与 顶层 组件 差 速度 辊 轮 单元 之间 的 摩擦 来 驱使 转台 匀速 旋转 。 本发明 的 升降 过程 分层 叠加 ， 可以 最大 程度 减小 装置 纵向 尺寸 ； 同时 采用 分层 组装 减小 了 装置 的 制造 难度 以及 装配 难度 。 

一种 自 升降 施工 平台   本发明 涉及 建筑施工 设备 ， 具体地说 是 一种 满足 不同 高度 施工 的 自 升降 施工 平台 ， 升降机 装置 包括 机架 装置 及 分别 安装 在 机架 装置 上 的 丝杆 提升机 、 支撑 装置 、 顶板 装置 ， 丝杆 提升机 的 丝杆 转动 安装 在 支撑 装置 上 、 并 由 动力源 部分 驱动 旋转 ； 顶板 装置 包括 底座 、 外侧 限位 挡板 及 圆管 支角 ， 底座 上 安装 有 与 丝杆 螺纹 连接 的 丝母 铜套 ， 底座 的 上 表面 分别 设有 外侧 限位 挡板 及 圆管 支角 ， 顶板 装置 整体 通过 丝杆 提升机 的 驱动 升降 ； 中间 架板 的 底部 安装 有 与 圆管 支角 相对 应 的 限位 角钢 ， 中间 架板 通过 圆管 支角 与 限位 角钢 的 抵接 随 顶板 装置 升降 ， 并 通过 外侧 限位 挡板 限位 。 本发明 根据 实际 要求 所 需 ， 自动 调节 升降 距离 及 平台 长度 ， 以 满足 各 工序 要求 。 

新型 整体 断桥 模壳 浇注 墙体   本 实用新型 公开 了 一种 新型 整体 断桥 模壳 浇注 墙体 ， 属于 建筑材料 技术 领域 。 该 墙体 包括 由 多个 空心 模壳 排列 而成 的 空心 墙体 以及 空心 模壳 内 浇筑 的 泡沫 混凝土 ； 所述 空心 模壳 是 由 两个 交错 排布 的 具有 空腔 的 矩形 筒体 连接 而成 ， 两个 矩形 筒体 的 连接处 即 为 空心 模壳 两个 空腔 的 共用 侧壁 ， 所述 共用 侧壁 的 壁厚 与 空心 模壳 其他 位置 的 壁厚 相同 。 该 墙体 的 断桥 混凝土 空心 模壳 可 通过 相对 错置 状 的 砌筑 ， 使 模壳 端部 传热 路径 加长 ， 从而 降低 热桥 现象 的 产生 ； 在 混凝土 空心 模壳 中 可以 现场 浇筑 低密度 泡沫 混凝土 ， 进一步提高 墙体 的 保温 性能 ， 同时 阻断 了 空心 墙体 上下 的 传递 热量 的 通道 。 

一种 用于 现浇 墙体 模板 组合 的 连接 杆   本 实用新型 属于 现浇 墙体 领域 ， 具体地说 是 一种 用于 现浇 墙体 模板 组合 的 连接 杆 ， 包括 连接 杆 组件 及 分别 连接 于 连接 杆 组件 两端 、 结构 相同 的 拧 杆 组件 ， 拧 杆 组件 包括 拧 丝合件 及 拧紧 螺母 合件 ， 拧 丝合件 包括 彼此 相连 的 横杆 及 通长 螺杆 ， 拧紧 螺母 合 件套 设在 通长 螺杆 上 ， 包括 锁紧 螺母 及 相互连接 的 螺母 、 垫片 ； 连接 杆 组件 位于 现浇 墙体 模板 两侧 立柱 之间 ， 包括 连接 杆 、 连接 头及 内 埋藏 螺母 ， 连接 杆 的 两端 分别 设有 连接 头 ， 每端 连接 头 内侧 的 连接 杆内 均 设有 内 埋藏 螺母 ， 每 端的 拧 丝合件 中 的 通长 螺杆 依次 穿过 该端 立柱 及 该 端的 连接 头 ， 并 与 该 端 内 埋藏 螺母 螺纹 连接 。 本 实用新型 具有 操作 简单 方便 ， 通用性 强 、 节约 成本 ， 保证 低 劳动强度 、 高 工作效率 、 高质量 作业 等 优点 。 

一种 以 尾矿 粉为 原料 的 建筑 轻体 墙板 生产 方法   本发明 涉及 一种 以 尾矿 粉为 原料 的 建筑 轻体 墙板 的 生产 方法 。 包括 如下 步骤 ： ( 1 ) 将 氯化镁 溶解 成 溶液 ； ( 2 ) 将 氧化镁 和 尾矿 粉 、 氯化镁 溶液 、 环保 添加剂 混合 搅拌 到 均匀 为止 ； ( 3 ) 将 发泡剂 发泡 后 倒入 上述 混合物 内 ， 继续 搅拌 均匀 ； ( 4 ) 将 上 步骤 制得料 放入 模具 内 ， 将 模具 养护 ； ( 5 ) 养护 完毕 后 ， 将 模具 中 的 墙板 拆出 ， 堆放 养生 。 本发明 的 优点 是 ： 1 . 符合国家 循环 经济 可 持续 发展 的 需要 ； 2 . 符合国家 建设 节约型 建材 企业 的 要求 ； 3 . 资源 综合利用 、 变废为宝 。 

一种 用于 轻型 隔热 墙体 的 连续 混合 输送机   本发明 涉及 建筑 墙体 的 加工 设备 ， 具体地说 是 一种 用于 轻型 隔热 墙体 的 连续 混合 输送机 ， 包括 散料 定量 给料机 、 散料 与 液体 连续 混合 输送机 、 浆料 与 药液 连续 混合 输送 器 、 定量 给水 装置 、 浆料 输送 机构 、 控制系统 及 机架 ， 散料 定量 给料机 将 散料 送入 散料 与 液体 连续 混合 输送机 ； 定量 给水 装置 将 水 注入 散料 与 液体 连续 混合 输送机 ； 散料 与 液体 连续 混合 输送机 将 散料 送入 混合区 与 水 进行 搅拌 混合 ； 混合 后 的 浆料 由 散料 与 液体 连续 混合 输送机 输送 至 排料 口 流入 浆料 箱中 ； 浆料 沿 管道泵 入 浆料 与 药液 连续 混合 输送 器 混合 均匀 ， 然后 注入 成型 模中 。 本发明 可 实现 轻型 隔热 墙体 原料 的 连续 混合 输送 ， 满足 了 建筑工地 墙体 现场 施工 及 墙板 和 各种 砌块 的 工厂化 连续 生产 的 需要 。 

水泥 预制 板材 成型 模具 车   本发明 公开 一种 水泥 预制 板材 成型 模具 车 ； 包括 底板 ( 7 ) 、 侧板 ( 17 ) 、 前端 板 ( 20 ) 、 后端 板 ( 2 ) ， 其 特征 在于 ： 还 包括 驱动 装置 ， 所述 驱动 装置 使得 两侧 板 ( 17 ) 、 前端 板 ( 20 ) 水平 移动 开合 ； 后端 板 ( 2 ) 依靠 预制 成型 的 板材 的 脱离 模具 车 的 平移 推动 翻转 打开 ； 本发明 具有 以下 优点 ： 1 . 结构 简单 ； 2 . 安全 环保 ； 3 . 性能 可靠 ； 4 . 为 实现 自动化 生产 提供 了 条件 。 

一种 常温 发泡 混凝土 激发 剂 及其 应用   本发明 公开 了 一种 常温 发泡 混凝土 激发 剂 及其 制备 方法 ， 属于 混凝土 技术 领域 。 所用 原料 的 质量 份数 为 二氧化锰 0.2 份 ~ 0.8 份 、 高锰酸钾 0.1 份 ~ 0.5 份 、 元明粉 2 份 ~ 15 份 、 石膏 2 份 ~ 15 份 ， 应用 于 发泡 混凝土 的 生产 过程 中 水温 为 6 ℃ ~ 25 ℃ ， 优选 为 10 ℃ ~ 18 ℃ 。 本发明 的 发泡 混凝土 的 拌合 水 无需 加热 ， 改善 了 发泡 混凝土 产品 在 生产 过程 需要 增加 一定 温度 的 问题 ， 本发明 的 组成 成分 简单 、 配比 合理 、 成本 较 低 、 制备 工艺 极易 操作 ， 能够 优化 发泡 混凝土 的 生产工艺 ， 减少 生产 能耗 ， 降低生产 成本 。 

一种 轻型 钢结构 房屋建筑 连接 对接 件   本发明 公开 一种 轻型 钢结构 房屋建筑 连接 对接 件 ， 包括 凸端 结合体 、 凹端 结合体 、 上方 管 、 下方 管 、 横梁 ； 所述 上方 管 套装 在 凸端 结合体 上端 外部 ； 所述 凸端 结合体 中部 有 台阶 ， 下端 插入 凹端 结合体 的 上端 ； 所述 下方 管 套装 在 凹端 结合体 下 端的 外部 ； 所述 凹端 结合体 上 端的 外部 设置 有耳板 ， 用来 固定 横梁 。 本发明 具有 以下 优点 ： 1 . 结构 简单 ， 适用 于 不同 长度 立柱 之间 连接 ； 2 . 安全可靠 ； 3 . 实际 安装操作 方便快捷 。 

一种 散料 定量 给料机   本 实用新型 涉及 轻型 隔热 建筑 墙体 的 散料 给料 设备 ， 具体地说 是 一种 散料 定量 给料机 ， 包括 料斗 、 转接 支架 、 调速 电机 及筒体 ， 筒体 安装 在 转接 支架 上 ， 筒体 的 上 、 下端 分别 开有 进 、 出料 口 ， 料斗 安装 在 筒 体上 、 位于 进料 口 的 上方 ； 筒体 两侧 分别 安装 有 轴承座 、 与 筒体 形成 容置 空间 ， 回 转轴 穿过 筒体 、 通过 轴承 安装 在 轴承座 上 ， 回 转轴 的 一端 与 安装 在 转接 支架 上 的 调速 电机 的 输出 轴 相连 ； 星形 轮容 置于 容置 空间 内 、 安装 在 回 转轴 上 ， 与 回 转轴 连动 ， 星形 轮上 设有 多个 斗容 相同 的 槽 板 ， 各槽 板 通过 进料 口 定量 接料 ， 再 由 回 转轴 带动 旋转 至 出料 口 定量 排出 。 本 实用新型 利用 调速 电机 的 变速 特性 和 星形 轮上 槽 板 的 斗容来 实现 连续 地 定量 给料 ， 降低 了 劳动强度 ， 提高 了 工作效率 。 

一种 柔性 止回 自行式 防 逆流 混合 装置   本发明 涉及 混合 输送 设备 ， 具体地说 是 一种 柔性 止回 自行式 防 逆流 混合 装置 ， 筒体 的 一端 与 浆料 箱 相连 ， 另一端 设有 出口 ， 喷射 管 组件 插 设在 筒体 上 ， 喷嘴 与 喷头 依次 安装 在 位于 筒 体内 的 喷射 管 组件 上 ， 喷射 管 组件 通过 连接 管 与 变量 泵 连通 ； 喷头 上 设有 沿 轴向 往复 移动 的 阀头 ； 支撑架 位于 筒 体内 ， 在 支撑架 上 间隔 设有 孔 混流 板 、 环 混流 板 ， 由 浆料 箱 进入 筒 体内 的 浆料 与 通过 变量 泵 泵入 筒 体内 的 药液 边 均匀 混合 边 依次 经过 孔 混流 板上 的 通孔 及环 混流 板 与 筒 体内 壁 之间 的 间隙 ， 由 出口 输出 。 本发明 的 混合 装置 使 浆料 与 药液 在 筒 体内 迅速 混合 均匀 ， 且 当 药液 停供 后 ， 筒体 中 浆料 压力 较大 时 不会 堵塞 药液 喷头 ， 达到 浆料 与 药液 连续 混合 输送 的 目的 。 

一种 水准测量 尺架   本 实用新型 属于 测量 技术 领域 ， 特别 是 涉及 一种 测量 精度高 、 可以 供 单人 完成 测量 任务 的 水准测量 尺架 。 所 采用 的 技术 解决方案 是 一种 水准测量 尺架 ， 包括 量尺 固定 端 和 可 伸缩 脚架 ， 所述 的 量 尺 固定 端 包括 左侧 固定 端 、 右侧 固定 端 、 测量 尺卡槽 、 水准 气泡 、 后 捏 把手 、 旋转轴 、 旋转 盘 和 弹力 调节 装置 ， 所述 的 可 伸缩 脚架 通过 旋转轴 与量 尺 固定 端 相连接 ； 所述 的 左侧 固定 端 和 右侧 固定 端 通过 旋转 盘 与 旋转轴 固定 连接 ， 所述 的 左侧 固定 端 上 设置 有 水准 气泡 ， 所述 的 测量 尺卡槽 设置 在 左侧 固定 端 和 右侧 固定 端 之间 ， 所述 的 后 捏 把手 与 旋转 盘 底部 相连接 。 提供 一种 专门 用于 测量 尺 校正 、 自动 支撑 测量 尺 垂直 且 精度高 、 可 供 单人 完成 测量 任务 的 水准测量 尺架 。 

一种 自保 压 建筑 支撑 装置 及 自保 压 建筑 支撑 系统   本 实用新型 公开 了 一种 自保 压 建筑 支撑 装置 ， 包括 缸体 、 活塞 及 活塞杆 ， 所述 活塞 设 于 所述 缸 体内 ， 所述 活塞 与 所述 活塞杆 固定 连接 或 一体 设置 ； 所述 缸 体内 设有 柱塞 ， 所述 柱塞 为 轴线 沿 所述 活塞 相对 于 所述 缸体 的 运行 方向 设置 的 柱体 ； 所述 柱塞 套 设于 所述 活塞 及 所述 活塞杆 内 ， 所述 柱塞 、 所述 活塞 及 所述 活塞杆 限定 一 气腔 ， 所述 气腔 内 填充 有 工作 气体 。 本 实用新型 能 提高 建筑物 支撑 或 顶升 作业 的 安全性 ， 确保 支撑 结构 稳定 。 

随动 支撑 装置 及 方法   本发明 提供 了 一种 随动 支撑体系 ， 该 体系 由 若干 台 随动 顶 、 液压泵 站 、 油管 以及 平衡 油缸 组成 。 随动 顶 采用 液压 驱动 ， 内部 采用 机械 螺纹 来 承载 上部 荷载 ； 本发明 通过 平衡 油缸 及 液压油 路 将 部分 液压油 由 受载 较大 压向 受载 较 小 的 平衡 油缸 处 ， 直到 各点 的 平衡 油缸 对应 的 随动 装置 的 所 受 载荷 基本一致 。 本发明 的 有益 效果 是 随动 支撑体系 具有 可靠 的 承载力 、 同步性 和 整体 受力 性 ， 能够 克服 因 随动 千斤顶 机械加工 误差 而 造成 的 荷载 受力 不均 ， 使 同组 的 随动 千斤顶 受力 均匀 。 

一种 桥梁 调 坡顶 升 千斤顶 双向 滑动 安装 钢板   本 实用新型 属于 千斤顶 辅助 装置 技术 领域 ， 特别 是 涉及 一种 桥梁 调 坡顶 升用 顶升 千斤顶 滑动 的 双向 滑动 钢板 。 技术 解决方案 是 包括 上 轨道 钢板 、 下 轨道 钢板 、 方头 轨道 滑动 螺栓 、 轨道 槽 、 上 轨道 、 下 轨道 、 轨道 槽 封顶 板 和 千斤顶 安装 螺栓 孔 组成 ； 所述 的 上 轨道 钢板 与 下 轨道 钢板 通过 方头 轨道 滑动 螺栓 来 连接 ； 所述 的 轨道 槽 封顶 板 底部 4 角处 与 之间 设置 有 轨道 槽 ， 所述 的 上 轨道 钢板 的 4 角处 设置 有 上 轨道 ， 下 轨道 钢板 4 角处 设置 有下 轨道 ， 所述 的 下 轨道 钢板 上 设置 有 千斤顶 安装 螺栓 孔 。 提供 一种 适合 桥梁 使用 的 安全 、 方便 的 桥梁 顶升 千斤顶 滑动 的 双向 滑动 钢板 。 

用于 建筑物 平移 与 旋转 的 千斤顶 装置   本 实用新型 提供 了 一种 可以 安全 的 、 方便 的 实现 建筑物 的 旋转 的 用于 建筑物 平移 与 旋转 的 千斤顶 装置 ； 它 包括 顶 推 千斤顶 ( 1 ) ， 其 特征 在于 ： 它 还 包括 与 被 顶 建筑物 固定 连接 的 第一 预埋件 ( 4 ) ， 顶 推 千斤顶 ( 1 ) 的 一端 连接 有 第一 连接件 ( 2 ) ， 所述 的 第一 连接件 ( 2 ) 与 第一 预埋件 ( 4 ) 转动 连接 ， 第一 连接件 ( 2 ) 可 转动 的 方向 与 被 顶 建筑物 需要 旋转 的 方向 相同 ； 顶 推 千斤顶 ( 1 ) 的 另一端 连接 有 第二 连接件 ( 3 ) ， 第二 连接件 ( 3 ) 与 千斤顶 的 反力 机构 可 转动 连接 ， 第二 连接件 ( 3 ) 可 转动 的 方向 与 被 顶 建筑物 需要 旋转 的 方向 相同 。 

一种 精确 调整 系统   本 实用新型 公开 了 一种 精确 调整 系统 ， 包括 若干 台 调节 单元 ， 其中 ， 每台 调节 单元 有 独立 的 PLC 控制 子站 ， 并 由 一个 PLC 主站 集中控制 ， 所述 PLC 主站 通过 工业 控制 总线 与 每台 调节 单元 的 PLC 控制 子站 进行 通讯 ； 所述 调节 单元 包括 液压泵 站 、 顶升 油缸 、 平移 油缸 、 随动 支撑 、 静压 轴承 、 支架 、 电控 装置 ， 所述 液压泵 站 、 所述 顶升 油缸 、 所述 平移 油缸 、 所述 随动 支撑 、 所述 静压 轴承 通过 液压油 管 相连接 ， 所述 电控 装置 通过 数据线 连接 至 所述 PLC 控制 子站 ， 所述 支架 用于 支撑 所述 液压泵 站 、 所述 顶升 油缸 、 所述 平移 油缸 、 所述 随动 支撑 、 所述 静压 轴承 和 所述 电控 装置 。 本 实用新型 在 尺寸 多变 、 重量 庞大 的 建筑物 纠偏 施工 中 ， 可以 方便 地 实现 六个 自由度 的 精确 调整 。 

建筑物 整体 移位 滑移 装置   本 实用新型 提供 了 一种 能 有效 解决 平移 过程 中 可能 的 竖向 震动 对 房屋结构 造成 的 不利 影响 的 建筑物 整体 移位 滑移 装置 ， 它 包括 千斤顶 ( 1 ) ， 其 特征 在于 ： 所述 千斤顶 ( 1 ) 的 上端 设有 上 垫块 ( 2 ) ， 千斤顶 ( 1 ) 的 下端 设有 下 垫块 ( 3 ) ； 所述 下 垫块 ( 3 ) 的 上 表面 设有 用于 防止 千斤顶 ( 1 ) 在 滑移 过程 中 从 下 垫块 ( 3 ) 上 滑落 的 限位 机构 ； 所述 下 垫块 ( 3 ) 的 下端 连接 有 滑块 ( 4 ) ， 所述 滑块 ( 4 ) 为 底部 镶有 聚四氟乙烯 板 的 精加工 构件 ， 所述 滑块 ( 4 ) 的 下方 安装 有 滑道 ( 5 ) 。 

桥梁 顶升 辅助 装置   本 实用新型 公开 了 一种 桥梁 顶升 辅助 装置 ， 包括 一 底托 和 顶升 板 ， 所述 底托 沿一 第一 方向 形成 一 凹槽 ， 所述 凹槽 的 宽度 与 一 外部 桥梁 梁底 宽度 配合 ， 所述 顶升 板 分别 水平 固定 于 所述 底托 的 两侧 面 。 由于 采用 了 本 实用新型 的 桥梁 顶升 辅助 装置 ， 解决 了 T 型 梁梁底 空间 不足 无法 顶升 施工 ， 同时 也 防止 了 对 T 型 梁梁底 的 破坏 伤害 ， 并 具有 结构 简单 、 操作 便捷 ， 可 提高 施工 效率 的 优点 。 

建筑物 整体 移位 车载 托换 系统 及 方法   本发明 公开 了 一种 建筑物 整体 移位 车载 托换 系统 及 方法 ， 其中 系统 包括 一 底盘 、 一 托架 、 复数 个 吊柱 、 一 支撑 框架 组和 两 车体 ； 一待 移位 建筑物 底部 固定 于 所述 底盘 上 ； 所述 支撑 框架 组 架设 于 所述 待 移位 建筑物 ， 所述 支撑 框架 组 的 底部 固定 于 所述 底盘 ； 所述 托架 通过 吊柱 固定 于 所述 底盘 ， 所述 托架 两侧 分别 架设 于 一所 述 车体 上 。 由于 采用 了 本发明 的 一种 建筑物 整体 移位 车载 托换 系统 及 方法 ， 可 方便 的 对 建筑物 进行 基础 托换 ， 具有 移位 过程 平稳 、 移动 速度 快 、 建筑物 移位 引起 的 附加 内力 小 、 建筑物 移位 安全性 高 的 优点 。 

机械 螺杆式 跟随 支撑 机构 及 方法   本发明 公开 了 一种 机械 螺杆式 跟随 支撑 机构 ， 包括 至少 两 跟随 支撑 单元 ， 每 一所 述 跟随 支撑 单元 包括 一 跟随 支撑 装置 和 一均载 装置 ； 各 所述 跟随 支撑 单元 的 所述 均载 装置 相互 传动 连接 。 由于 采用 了 本发明 的 机械 螺杆式 跟随 支撑 机构 ， 在 重载 结构件 顶升 到位 后 或 顶升 装置 突然 失压 时 ， 能够 快速 提供 均匀 支撑力 的 机械 螺杆式 跟随 支撑 机构 ， 具有 精确度 高 、 安全性 好 、 调节 快速 均匀 的 优点 。 

桥梁 梁板 顶升 高度 检测 传感器   本 实用新型 公开 了 一种 桥梁 梁板 顶升 高度 检测 传感器 ， 包括 ： 壳体 、 滑动 变阻器 、 活动 顶盖 、 弹簧 座 、 回程 弹簧 、 电路 解调 板 和 底座 ； 所述 壳体 固定 在 所述 底座 上 ， 所述 滑动 变阻器 位于 所述 壳体 内部 ， 所述 滑动 变阻器 的 滑杆 一端 连接 在 所述 活动 顶盖 上 ， 一端 连接 所述 弹簧 座 ， 所述 弹簧 座 上 安装 有所 述 回程 弹簧 与 所述 底座 固定 ， 所述 底座 内部 安装 有所 述 电路 解调 板 。 由于 采用 了 本 实用新型 的 一种 桥梁 梁板 顶升 高度 检测 传感器 ， 在 更换 桥梁 支座 时 ， 不 需要 在 施工现场 进行 钻孔 安装 就 能 检测 梁板 顶升 高度 ， 扩大 了 使用 范围 ， 提高 了 工作效率 ， 避免 对 梁体 的 二次 伤害 。 

用于 建筑物 移位 的 顶 推 反力 装置   本 实用新型 提供 了 一种 不易 破损 、 结构 稳定 、 施工 方便 并且 可 重复 利用 的 用于 建筑物 移位 的 顶 推 反力 装置 ； 其 特征 在于 ： 它 包括 下滑 梁 ( 1 ) 、 肋板 ( 2 ) 和 横梁 ( 3 ) ， 所述 的 横梁 ( 3 ) 安装 在 下滑 梁 ( 1 ) 上 ； 所述 的 横梁 ( 3 ) 包括 主 钢架 ( 4 ) ， 所述 的 主 钢架 ( 4 ) 为 H 型钢 、 工字钢 、 槽钢 或 直接 由 钢板 焊接 而成 的 与 上述 的 H 型钢 、 工字钢 、 槽钢 相同 的 结构 ； 主 钢架 ( 4 ) 的 两端 各 焊接 有 一块 侧板 ( 5 ) ， 每 一块 侧板 ( 5 ) 均 固定 连接 有 一块 肋板 ( 2 ) ， 所述 的 肋板 ( 2 ) 同时 与 下滑 梁 ( 1 ) 可 拆式 连接 。 

一种 建筑物 平推 旋转 装置   一种 建筑物 平推 旋转 装置 ， 包括 至少 两个 液压缸 ， 每个 所述 液压缸 包括 缸体 和 伸缩 杆 ， 所述 伸缩 杆 可 相对 于 所述 缸体 轴向 移动 地 设置 ； 所述 至少 两个 液压缸 包括 第一 液压缸 和 第二 液压缸 ， 所述 第一 液压缸 和 所述 第二 液压缸 分布 于 建筑物 两侧 ， 且 所述 第一 液压缸 和 所述 第二 液压缸 的 推力 作用 线 位于 所述 建筑物 的 转动轴 的 异侧 ； 所述 第一 液压缸 的 第一 缸体 和 第一 伸缩 杆 的 其中 一个 通过 第一 连接件 可 转动 地设 于 地面 ， 另 一个 则 通过 第二 连接件 可 转动 地 固定 于 所述 建筑物 ； 所述 第二 液压缸 的 第二 缸体 和 第二 伸缩 杆 的 其中 一个 通过 第三 连接件 可 转动 地设 于 地面 ， 另 一个 则 通过 第四 连接件 可 转动 地 固定 于 所述 建筑物 。 本 实用新型 省时省力 ， 能 增加 建筑物 旋转 移位 过程 的 稳定性 。 

一种 多点 同步 液压 顶升 系统   本 实用新型 公开 了 一种 多点 同步 液压 顶升 系统 ， 包括 ： 电气 控制系统 、 变频 调速 液压 驱动 系统 、 操纵台 和 工业 控制 总线 ； 其中 ， 所述 电气 控制系统 、 所述 变频 调速 液压 驱动 系统 和 所述 操纵台 通过 所述 工业 控制 总线 连接 ， 所述 变频 调速 液压 驱动 系统 由 若干 包含 数个 变频 调速 液压 驱动 单元 的 变频 调速 液压 驱动 机组 组成 。 由于 采用 了 本 实用新型 的 一种 多点 同步 液压 顶升 系统 ， 在 顶升 过程 中 保持 各 顶升 力 的 平衡性 ， 各 顶升 点 所 需 的 顶力值 与 实际 提供 值 能够 相符 ， 可以 很 好 地 保证 顶升 过程 的 同步性 ， 确保 顶升 时盖梁 、 板梁 结构 安全 。 

一种 多 参数 调节 的 桥梁 索杆 锈蚀 断丝 测试 系统   本 实用新型 公开 了 一种 多 参数 调节 的 桥梁 索杆 锈蚀 断丝 测试 系统 ， 其 包括 张拉地 槽 ， 所述 张拉地 槽 设有 多个 卡口 支座 ， 一对 张拉 横梁 可拆卸 安装 在 任意 两个 卡口 支座 上 ， 该 系统 还 包括 连接 锚固 装置 、 用于 捕捉 索杆 腐蚀 信号 的 磁致 伸缩 导波 检测仪 、 张拉 千斤顶 ， 所述 连接 描 固定装置 包括 用于 锚固 索杆 的 固定 端锚 具 、 连接 套 、 拉杆 、 脚撑 和 拉杆 螺母 ， 索杆 通过 连接 套 与 拉杆 连接 ， 所述 拉杆 穿过 张拉 横梁 拉杆 螺母 、 脚撑 及 张拉 千斤顶 后 锚固 于 工具 锚 上 。 本 实用新型 建立 起索力 、 长度 及 腐蚀 程度 可 调节 及 校准 的 测试 系统 ， 结构 简单 。 

一种 带叉 耳索杆 索力 测试 及 校准 系统   本 实用新型 涉及 一种 带叉 耳索杆 索力 测试 及 校准 系统 ， 其 包括 安装 架 ， 所述 安装 架 包括 底座 、 固定 在 所述 底座 上 的 承压 板 ； 叉 杆 连接 装置 ： 包括 连接 螺杆 ， 所述 连接 螺杆 穿过 所述 承压 板 并 由 连接 螺母 固定 ， 所述 连接 螺杆 的 末端 固定 一叉 耳 连接件 ， 所述 叉 耳 连接件 用于 与 带 叉 耳索杆 的 叉 耳 连接 ； 压力 传感器 ： 由 连接 螺杆 和 连接 螺母 固定 在 承压 板上 ； 振动 频率 检测 装置 其 输出 端 与 带 叉 耳索杆 的 索体 段 连接 ； 扭力 扳手 ： 安装 在 带 叉 耳索杆 的 调节 套筒 上 。 本 实用新型 直接 利用 压力 传感器 进行 索力 校准 ， 结构 轻便 、 操作 简单 、 测试 快速 ， 尤其 适用 于 带 叉 耳索杆 索力 测试 及 校准 。 

一种 刚性 拉杆 结合 柔性 拉索 三段 铰式 的 拱桥 吊杆 体系   本发明 公开 了 一种 刚性 拉杆 结合 柔性 拉索 三段 铰式 的 拱桥 吊杆 体系 ， 包括 吊杆 索体 、 上钢 拉杆 、 下钢 拉杆 和 连接 构件 ， 上钢 拉杆 和 下 钢 拉杆 均 为 刚性 拉杆 ， 吊杆 索体 为 柔性 拉索 ， 两段 刚性 拉杆 位于 上 、 下 两端 ， 上钢 拉杆 与 预埋 在 拱桥 的 拱 肋 中 的 上 锚固 单元 固定 相连接 ， 下钢 拉杆 与 预埋 在 拱桥 的 横梁 中 的 下 锚固 单元 固定 相连接 ， 吊杆 索体 的 上端 与 上钢 拉杆 通过 上 连接 构件 相 铰接 ， 下端 与 下 钢 拉杆 通过 下 连接 构件 相 铰接 ， 由此 构成 两端 为 刚性 拉杆 、 中间 为 柔性 拉索 的 三段 铰接式 结构 。 该 吊杆 体系 可调 可检可换 ， 方便 更换 及 吊杆 力 调整 ， 解决 了 新建 桥梁 施工 时 或者 运营 过程 中 拱 肋 变形 或 横梁 受 外力作用 下 导致 上下 预埋 管孔 位 对 中 误差 从而 对钢 拉杆 产生 水平 应力 的 问题 。 

伺服 式 反拉法 预应力 检测仪   本 实用新型 公开 了 一种 伺服 式 反拉法 预应力 检测仪 ， 包括 油箱 、 位移 传感器 、 穿 心式 千斤顶 、 控制箱 、 组合 阀体 、 电机 和 智能 终端 ， 电机 为 伺服电机 和 伺服 驱动器 ， 智能 终端 和 控制 箱内 控制电路 集成 的 工业 级 无线 路由器 组成 无线 局域网 ， 压力 变送器 和 位移 传感器 分别 将 压力 信号 和 位移 信号 发 至 控制箱 ， 控制箱 中 以太网 通讯 模块 将 信号 送 至 路由器 ， 再 转发 至 智能 终端 ， 智能 终端 处理 后 将 控制 液压 的 指令 信号 无线 传输 至 路由器 ， 再 转发 到 控制箱 的 以太网 通讯 模块 ， 经 处理 后 ， 送 至 伺服 驱动器 ， 控制 伺服电机 动作 使 液压 升降 进行 预应力 检测 。 本 实用新型 采用 伺服系统 可 保障 检测 精度 ， 适应性 好 、 增强 检测 效率 和 使用寿命 ； 智能 终端 和 控制箱 之间 采用 无线通讯 ， 操作 灵活性 强 。 

